severity,category,record_index,tier,supplier_index,system,component,supplier_name,location,normalized_location,country,lat,lon,geocode_provider,geocode_query,detail
MEDIUM,COUNTRY_CENTROID_USED,59,tier1,2,Ens. Structure fauteuil,A2024 - Aluminium,GATTEFIN SAS (France),France,France,,46.2276,2.2137,country_centroid,"Gattefin SAS, 201 Avenue Raoul Aladenize, 18500 Mehun-sur-Yèvre, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,59,tier1,4,Ens. Structure fauteuil,A2024 - Aluminium,segnere aero SAS (France) (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"segnere aero SAS (France) (Thailande), Thailand",location should be normalized from 'Thailande' to 'Thailand'
MEDIUM,COUNTRY_CENTROID_USED,59,tier1,4,Ens. Structure fauteuil,A2024 - Aluminium,segnere aero SAS (France) (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"segnere aero SAS (France) (Thailande), Thailand",coordinates are country centroid (Thailand); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,60,tier1,1,Ens. Tablette cocktail,acier,MGA Villeneuve St Lot (France),France,France,,46.2276,2.2137,country_centroid,"MGA, ZI La Barbière, Rue Nicolas Leblanc, 47300 Villeneuve-sur-Lot, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,60,tier1,4,Ens. Tablette cocktail,acier,Lauak Group (France),France,France,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
HIGH,COUNTRY_FIELD_LOCATION_MISMATCH,60,tier1,5,Ens. Tablette cocktail,acier,Jamco Corp (Japon) (France),France,France,Japan,36.2048,138.2529,country_centroid,"Niigata JAMCO Corporation, 341-1 Kamitsubone, Tsubone, Murakami-shi, Niigata 958-0822, Japan",country='Japan' conflicts with location='France'
HIGH,GEOCODE_QUERY_LOCATION_COUNTRY_MISMATCH,60,tier1,5,Ens. Tablette cocktail,acier,Jamco Corp (Japon) (France),France,France,Japan,36.2048,138.2529,country_centroid,"Niigata JAMCO Corporation, 341-1 Kamitsubone, Tsubone, Murakami-shi, Niigata 958-0822, Japan",geocode_query countries=['Japan'] do not include normalized location=France
MEDIUM,COUNTRY_CENTROID_USED,60,tier1,5,Ens. Tablette cocktail,acier,Jamco Corp (Japon) (France),France,France,Japan,36.2048,138.2529,country_centroid,"Niigata JAMCO Corporation, 341-1 Kamitsubone, Tsubone, Murakami-shi, Niigata 958-0822, Japan",coordinates are country centroid (Japan); not supplier/site precise
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,60,tier1,5,Ens. Tablette cocktail,acier,Jamco Corp (Japon) (France),France,France,Japan,36.2048,138.2529,country_centroid,"Niigata JAMCO Corporation, 341-1 Kamitsubone, Tsubone, Murakami-shi, Niigata 958-0822, Japan","lat/lon (36.2048,138.2529) are outside normalized location country France"
MEDIUM,COUNTRY_CENTROID_USED,61,tier1,2,Ens. Tablette repas,acier,Lauak Group (France),France,France,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,61,tier1,3,Ens. Tablette repas,acier,Senior Aerospace (Thaïlande),Thaïlande,Thailand,,15.87,100.9925,cache:nominatim,"Senior Aerospace (Thaïlande), Thailand",location should be normalized from 'Thaïlande' to 'Thailand'
MEDIUM,COUNTRY_CENTROID_USED,61,tier1,3,Ens. Tablette repas,acier,Senior Aerospace (Thaïlande),Thaïlande,Thailand,,15.87,100.9925,cache:nominatim,"Senior Aerospace (Thaïlande), Thailand",coordinates are country centroid (Thailand); not supplier/site precise
HIGH,COUNTRY_FIELD_LOCATION_MISMATCH,61,tier1,4,Ens. Tablette repas,acier,Jamco (Japon) (France),France,France,Japan,36.2048,138.2529,country_centroid,"Niigata JAMCO Corporation, 341-1 Kamitsubone, Tsubone, Murakami-shi, Niigata 958-0822, Japan",country='Japan' conflicts with location='France'
HIGH,GEOCODE_QUERY_LOCATION_COUNTRY_MISMATCH,61,tier1,4,Ens. Tablette repas,acier,Jamco (Japon) (France),France,France,Japan,36.2048,138.2529,country_centroid,"Niigata JAMCO Corporation, 341-1 Kamitsubone, Tsubone, Murakami-shi, Niigata 958-0822, Japan",geocode_query countries=['Japan'] do not include normalized location=France
MEDIUM,COUNTRY_CENTROID_USED,61,tier1,4,Ens. Tablette repas,acier,Jamco (Japon) (France),France,France,Japan,36.2048,138.2529,country_centroid,"Niigata JAMCO Corporation, 341-1 Kamitsubone, Tsubone, Murakami-shi, Niigata 958-0822, Japan",coordinates are country centroid (Japan); not supplier/site precise
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,61,tier1,4,Ens. Tablette repas,acier,Jamco (Japon) (France),France,France,Japan,36.2048,138.2529,country_centroid,"Niigata JAMCO Corporation, 341-1 Kamitsubone, Tsubone, Murakami-shi, Niigata 958-0822, Japan","lat/lon (36.2048,138.2529) are outside normalized location country France"
LOW,LOCATION_NONSTANDARD_LABEL,63,tier1,1,Manchette équipée,acier,FUCH(s) (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"FUCH(s) (Thailande), Thailand",location should be normalized from 'Thailande' to 'Thailand'
MEDIUM,COUNTRY_CENTROID_USED,63,tier1,1,Manchette équipée,acier,FUCH(s) (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"FUCH(s) (Thailande), Thailand",coordinates are country centroid (Thailand); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,63,tier1,2,Manchette équipée,acier,segnere aero SAS (France),France,France,,46.2276,2.2137,country_centroid,"SEGNERE, ZI du Toulicou, 65100 Adé, France",coordinates are country centroid (France); not supplier/site precise
HIGH,LOCATION_INVALID,63,tier1,4,Manchette équipée,acier,Lauak Group (France) (s),s,INVALID_S,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",location is not a usable country/location: 's'
HIGH,COUNTRY_FIELD_LOCATION_MISMATCH,63,tier1,4,Manchette équipée,acier,Lauak Group (France) (s),s,INVALID_S,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",country='France' conflicts with location='s'
MEDIUM,COUNTRY_CENTROID_USED,63,tier1,4,Manchette équipée,acier,Lauak Group (France) (s),s,INVALID_S,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,64,tier1,1,Renfort tubulaire,acier,segnere aero SAS (France),France,France,,46.2276,2.2137,country_centroid,"SEGNERE, ZI du Toulicou, 65100 Adé, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,64,tier1,2,Renfort tubulaire,acier,L&P Aerospace (France),France,France,,46.2276,2.2137,country_centroid,"L&P Aerospace, Aéroport CDG, 95700 Roissy-en-France, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,64,tier1,3,Renfort tubulaire,acier,SENIOR AEROSPACE (France) (France),France,France,,46.2276,2.2137,country_centroid,"SENIOR AEROSPACE (France) (France), Toulouse, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,65,tier1,1,Stowage assemblé avec porte,acier,MGA Villeneuve St Lot (France),France,France,,46.2276,2.2137,country_centroid,"MGA, ZI La Barbière, Rue Nicolas Leblanc, 47300 Villeneuve-sur-Lot, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,65,tier1,3,Stowage assemblé avec porte,acier,Lauak Group (France),France,France,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,65,tier1,4,Stowage assemblé avec porte,acier,Senior Aerospace (Thaïlande) (France),France,France,,46.2276,2.2137,country_centroid,"Senior Aerospace (Thaïlande) (France), Toulouse, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,66,tier1,2,Structure ottoman horizontale,acier,L&P Aerospace (France) (France),France,France,,46.2276,2.2137,country_centroid,"L&P Aerospace, Aéroport CDG, 95700 Roissy-en-France, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,TIER1_SELF_OR_CUSTOMER_AS_SUPPLIER,67,tier1,1,Support écran,acier,SAFRAN(France),France,France,,46.8092197,4.42273,cache:nominatim,"SAFRAN(France), France",Safran appears as tier1 supplier; check whether this is internal flow or customer wrongly listed as supplier
MEDIUM,COUNTRY_CENTROID_USED,67,tier1,3,Support écran,acier,Lauak Group (France) (France),France,France,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,68,tier1,3,Support équipé,acier,Lauak Group (France) (France),France,France,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,69,tier1,3,Support manchette équipée,acier,Lauak Group (France) (France),France,France,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,70,tier1,2,Accoudoir allée,Alu,segnere aero SAS (France),France,France,,46.2276,2.2137,country_centroid,"SEGNERE, ZI du Toulicou, 65100 Adé, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,71,tier1,2,Ens. Palette optimisée,Alu,segnere aero SAS (France),France,France,,46.2276,2.2137,country_centroid,"SEGNERE, ZI du Toulicou, 65100 Adé, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,71,tier1,3,Ens. Palette optimisée,Alu,MGA Villeneuve St Lot (France),France,France,,46.2276,2.2137,country_centroid,"MGA, ZI La Barbière, Rue Nicolas Leblanc, 47300 Villeneuve-sur-Lot, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,72,tier1,1,Ensemble porte,Alu,MGA Villeneuve St Lot (France),France,France,,46.2276,2.2137,country_centroid,"MGA, ZI La Barbière, Rue Nicolas Leblanc, 47300 Villeneuve-sur-Lot, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,73,tier1,1,Ens. Structure fauteuil,A5086 - Aluminium,SENIOR AEROSPACE(Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"SENIOR AEROSPACE(Thailande), Thailand",location should be normalized from 'Thailande' to 'Thailand'
MEDIUM,COUNTRY_CENTROID_USED,73,tier1,1,Ens. Structure fauteuil,A5086 - Aluminium,SENIOR AEROSPACE(Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"SENIOR AEROSPACE(Thailande), Thailand",coordinates are country centroid (Thailand); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,73,tier1,2,Ens. Structure fauteuil,A5086 - Aluminium,segnere aero SAS (France),France,France,,46.2276,2.2137,country_centroid,"SEGNERE, ZI du Toulicou, 65100 Adé, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,73,tier1,3,Ens. Structure fauteuil,A5086 - Aluminium,GATTEFIN SAS (France),France,France,,46.2276,2.2137,country_centroid,"Gattefin SAS, 201 Avenue Raoul Aladenize, 18500 Mehun-sur-Yèvre, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,73,tier1,4,Ens. Structure fauteuil,A5086 - Aluminium,Figeac Aero (France) (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"Figeac Aero (France) (Thailande), Thailand",location should be normalized from 'Thailande' to 'Thailand'
MEDIUM,COUNTRY_CENTROID_USED,73,tier1,4,Ens. Structure fauteuil,A5086 - Aluminium,Figeac Aero (France) (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"Figeac Aero (France) (Thailande), Thailand",coordinates are country centroid (Thailand); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,74,tier1,1,Manchette acc. Mobile,Alu,FUCH(s) (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"FUCH(s) (Thailande), Thailand",location should be normalized from 'Thailande' to 'Thailand'
MEDIUM,COUNTRY_CENTROID_USED,74,tier1,1,Manchette acc. Mobile,Alu,FUCH(s) (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"FUCH(s) (Thailande), Thailand",coordinates are country centroid (Thailand); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,74,tier1,2,Manchette acc. Mobile,Alu,segnere aero SAS (France),France,France,,46.2276,2.2137,country_centroid,"SEGNERE, ZI du Toulicou, 65100 Adé, France",coordinates are country centroid (France); not supplier/site precise
HIGH,LOCATION_INVALID,74,tier1,4,Manchette acc. Mobile,Alu,Figeac Aéro (France) (s),s,INVALID_S,,44.590773,2.0333182,nominatim,Figeac Aéro,location is not a usable country/location: 's'
LOW,LOCATION_NONSTANDARD_LABEL,75,tier1,3,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,Racelogic (Angleterre),Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Racelogic (Angleterre), United Kingdom",location should be normalized from 'Angleterre' to 'United Kingdom'
MEDIUM,COUNTRY_CENTROID_USED,75,tier1,3,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,Racelogic (Angleterre),Angleterre,United Kingdom,,55.3781,-3.436,cache:nominatim,"Racelogic (Angleterre), United Kingdom",coordinates are country centroid (United Kingdom); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,76,tier1,1,Ens. Structure fauteuil,acier,SENIOR AEROSPACE (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"SENIOR AEROSPACE (Thailande), Thailand",location should be normalized from 'Thailande' to 'Thailand'
MEDIUM,COUNTRY_CENTROID_USED,76,tier1,1,Ens. Structure fauteuil,acier,SENIOR AEROSPACE (Thailande),Thailande,Thailand,,15.87,100.9925,cache:nominatim,"SENIOR AEROSPACE (Thailande), Thailand",coordinates are country centroid (Thailand); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,76,tier1,2,Ens. Structure fauteuil,acier,MGA Villeneuve St Lot (France),France,France,,46.2276,2.2137,country_centroid,"MGA, ZI La Barbière, Rue Nicolas Leblanc, 47300 Villeneuve-sur-Lot, France",coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,76,tier1,3,Ens. Structure fauteuil,acier,Lauak Group (France) (Thailande),Thailande,Thailand,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",location should be normalized from 'Thailande' to 'Thailand'
HIGH,COUNTRY_FIELD_LOCATION_MISMATCH,76,tier1,3,Ens. Structure fauteuil,acier,Lauak Group (France) (Thailande),Thailande,Thailand,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",country='France' conflicts with location='Thailande'
HIGH,GEOCODE_QUERY_LOCATION_COUNTRY_MISMATCH,76,tier1,3,Ens. Structure fauteuil,acier,Lauak Group (France) (Thailande),Thailande,Thailand,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",geocode_query countries=['France'] do not include normalized location=Thailand
MEDIUM,COUNTRY_CENTROID_USED,76,tier1,3,Ens. Structure fauteuil,acier,Lauak Group (France) (Thailande),Thailande,Thailand,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France",coordinates are country centroid (France); not supplier/site precise
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,76,tier1,3,Ens. Structure fauteuil,acier,Lauak Group (France) (Thailande),Thailande,Thailand,France,46.2276,2.2137,country_centroid,"Groupe LAUAK, 2245 Route de Minhotz, 64240 Hasparren, France","lat/lon (46.2276,2.2137) are outside normalized location country Thailand"
LOW,LOCATION_NONSTANDARD_LABEL,77,tier1,1,SFCU (Seat Function Control Unit),Clavier,E2IP (Montréal),Montréal,Canada,Canada,56.1304,-106.3468,country_centroid,"e2ip technologies, 1455 32nd Avenue, Lachine QC H8T 3J1, Canada",location should be normalized from 'Montréal' to 'Canada'
MEDIUM,COUNTRY_CENTROID_USED,77,tier1,1,SFCU (Seat Function Control Unit),Clavier,E2IP (Montréal),Montréal,Canada,Canada,56.1304,-106.3468,country_centroid,"e2ip technologies, 1455 32nd Avenue, Lachine QC H8T 3J1, Canada",coordinates are country centroid (Canada); not supplier/site precise
MEDIUM,COUNTRY_CENTROID_USED,77,tier1,2,SFCU (Seat Function Control Unit),Clavier,SAFRAN - Filiale SeatNet (France),France,France,,46.2276,2.2137,country_centroid,"SAFRAN - Filiale SeatNet (France), Toulouse, France",coordinates are country centroid (France); not supplier/site precise
MEDIUM,TIER1_SELF_OR_CUSTOMER_AS_SUPPLIER,77,tier1,2,SFCU (Seat Function Control Unit),Clavier,SAFRAN - Filiale SeatNet (France),France,France,,46.2276,2.2137,country_centroid,"SAFRAN - Filiale SeatNet (France), Toulouse, France",Safran appears as tier1 supplier; check whether this is internal flow or customer wrongly listed as supplier
LOW,LOCATION_NONSTANDARD_LABEL,77,tier1,3,SFCU (Seat Function Control Unit),Clavier,VALEO (France) (Montréal),Montréal,Canada,,45.4898677,-73.8459118,nominatim,"VALEO, Montréal",location should be normalized from 'Montréal' to 'Canada'
MEDIUM,TIER1_SELF_OR_CUSTOMER_AS_SUPPLIER,78,tier1,1,Commande actionnement ECU,Commande actionnement ECU,SAFRAN (France),France,France,,46.8092197,4.42273,cache:nominatim,"SAFRAN (France), France",Safran appears as tier1 supplier; check whether this is internal flow or customer wrongly listed as supplier
LOW,LOCATION_NONSTANDARD_LABEL,78,tier1,2,Commande actionnement ECU,Commande actionnement ECU,LIEBHERR (Allemagne),Allemagne,Germany,,51.1657,10.4515,cache:nominatim,"LIEBHERR (Allemagne), Germany",location should be normalized from 'Allemagne' to 'Germany'
MEDIUM,COUNTRY_CENTROID_USED,78,tier1,2,Commande actionnement ECU,Commande actionnement ECU,LIEBHERR (Allemagne),Allemagne,Germany,,51.1657,10.4515,cache:nominatim,"LIEBHERR (Allemagne), Germany",coordinates are country centroid (Germany); not supplier/site precise
